,image_name,Good,Usable,Reject
0,1_right.jpeg,0.0027377344254534467,0.8655028996770718,0.1317593658974747
1,10001_right.jpeg,0.9943953119463683,0.005584582883089772,2.0105170541996332e-05
2,10004_right.jpeg,0.9994206309387588,0.00056670592172106,1.2663139520118124e-05
3,10008_left.jpeg,0.9665608242843094,0.023312125938188957,0.010127049777501744
4,10016_right.jpeg,0.9883508328935321,0.008206920535035795,0.0034422465714320843
5,10026_left.jpeg,0.9971888127167031,0.0027029170032240165,0.00010827028007268375
6,10026_right.jpeg,0.9881475191529169,0.010172154041829442,0.001680326805253657
7,1003_left.jpeg,0.9834365671977783,0.01639284042812953,0.0001705923740922275
8,10033_left.jpeg,0.9986096711760624,0.0013719003125450186,1.8428511392512017e-05
9,10033_right.jpeg,0.9951560575180944,0.004754810922824867,8.913155908066512e-05
10,10036_left.jpeg,7.801378518584944e-05,0.01144394174468014,0.9884780444701341
11,10037_left.jpeg,0.8644694829554396,0.13216251948151864,0.0033679975630417826
12,1004_right.jpeg,0.9957135991101406,0.004093457567050344,0.00019294332280915487
13,10040_left.jpeg,0.00014675790262201998,0.18623412983268584,0.8136191122646921
14,10041_left.jpeg,0.9925862988387465,0.007348808325504864,6.489283574859506e-05
15,1005_right.jpeg,0.006895576330671386,0.16006008232476415,0.8330443413445642
16,10052_right.jpeg,2.4672645680911648e-05,0.087882628767737,0.9120926985865819
17,1006_left.jpeg,1.7832779620203598e-05,0.005494954900392117,0.9944872123199876
18,1006_right.jpeg,0.0034971397558609466,0.13272906448425686,0.8637737957598822
19,10060_left.jpeg,0.005900596133734144,0.9505751044805584,0.043524299385707364
20,10063_left.jpeg,9.135815692593843e-06,0.004257823294280489,0.9957330408900269
21,10064_left.jpeg,0.9988050411203099,0.0011654032054994642,2.955567419079851e-05
22,10064_right.jpeg,0.9978417648026106,0.0021332360957442595,2.4999101645033694e-05
23,10068_right.jpeg,0.016581200120470267,0.8652106766684281,0.11820812321110166
24,10070_right.jpeg,0.9999475750072312,5.054987099237393e-05,1.8751217764397755e-06
25,10072_left.jpeg,0.0007125668837084431,0.039811782801838815,0.9594756503144528
26,10075_right.jpeg,0.9993802867237133,0.0005707922563854234,4.892101990153895e-05
27,10077_left.jpeg,0.9475487090520968,0.048494861444306495,0.0039564295035964606
28,10077_right.jpeg,0.9618834202939079,0.03782626877174928,0.0002903109343428433
29,10079_right.jpeg,0.9995965868020061,0.00039943654913791486,3.976648855935118e-06
